arm,forgetting_mase_base_era,adaptation_mase_walk_era,forgetting_profit_base_era,probe_mase_base_mean,probe_mase_walk_mean,n_base_probes,n_walk_probes
frozen,0.0,0.0,0.0,0.8604137626916591,1.4944619132040788,7,12
ewc,-0.020659796354674503,0.11392526923529266,-0.0266405121733641,0.8397539663369846,1.380536643968786,7,12
replay,-0.10569539155441103,0.6889970331139121,0.0474210482526488,0.7547183711372482,0.8054648800901667,7,12
sdft,0.06047018882732612,0.622542992453477,0.02598104156578182,0.9208839515189852,0.8719189207506016,7,12
