model_type,cl_method,train_task_id,eval_task_id,metric_name,metric_value,timestamp
rl,ewc,3,1,avg_episode_reward,5948.530239255903,2026-05-06T16:24:25
rl,ewc,3,1,cumulative_profit,489758721.10071415,2026-05-06T16:24:25
rl,ewc,3,1,pricing_regret,31.84780934849188,2026-05-06T16:24:25
rl,ewc,3,2,avg_episode_reward,7737.295597498136,2026-05-06T16:24:32
rl,ewc,3,2,cumulative_profit,496001111.3487632,2026-05-06T16:24:32
rl,ewc,3,2,pricing_regret,21.82355562351502,2026-05-06T16:24:32
rl,ewc,3,3,avg_episode_reward,6055.8936408590325,2026-05-06T16:24:38
rl,ewc,3,3,cumulative_profit,538979131.0667325,2026-05-06T16:24:38
rl,ewc,3,3,pricing_regret,35.14732320664064,2026-05-06T16:24:38
rl,ewc,4,1,avg_episode_reward,5918.404487510683,2026-05-06T16:27:15
rl,ewc,4,1,cumulative_profit,465556249.92037034,2026-05-06T16:27:15
rl,ewc,4,1,pricing_regret,31.869861564900877,2026-05-06T16:27:15
rl,ewc,4,2,avg_episode_reward,7617.667041398422,2026-05-06T16:27:23
rl,ewc,4,2,cumulative_profit,465936089.1188877,2026-05-06T16:27:23
rl,ewc,4,2,pricing_regret,21.885235817823457,2026-05-06T16:27:23
rl,ewc,4,3,avg_episode_reward,6020.406189023781,2026-05-06T16:27:29
rl,ewc,4,3,cumulative_profit,512062928.36256623,2026-05-06T16:27:29
rl,ewc,4,3,pricing_regret,35.173105834546874,2026-05-06T16:27:29
rl,ewc,4,4,avg_episode_reward,7654.06534175185,2026-05-06T16:27:37
rl,ewc,4,4,cumulative_profit,509108030.8321078,2026-05-06T16:27:37
rl,ewc,4,4,pricing_regret,24.220185647070252,2026-05-06T16:27:37
rl,ewc,5,1,avg_episode_reward,5954.150989520648,2026-05-06T16:30:16
rl,ewc,5,1,cumulative_profit,476580973.0080302,2026-05-06T16:30:16
rl,ewc,5,1,pricing_regret,31.843559610978808,2026-05-06T16:30:16
rl,ewc,5,2,avg_episode_reward,7674.1595439304265,2026-05-06T16:30:24
rl,ewc,5,2,cumulative_profit,483452452.7571134,2026-05-06T16:30:24
rl,ewc,5,2,pricing_regret,21.855903723048208,2026-05-06T16:30:24
rl,ewc,5,3,avg_episode_reward,6054.061990209585,2026-05-06T16:30:29
rl,ewc,5,3,cumulative_profit,526823528.4829045,2026-05-06T16:30:29
rl,ewc,5,3,pricing_regret,35.148522775857316,2026-05-06T16:30:29
rl,ewc,5,4,avg_episode_reward,7706.7680438897905,2026-05-06T16:30:37
rl,ewc,5,4,cumulative_profit,526639336.4784624,2026-05-06T16:30:37
rl,ewc,5,4,pricing_regret,24.192821834952873,2026-05-06T16:30:37
rl,ewc,5,5,avg_episode_reward,5981.229941154101,2026-05-06T16:30:43
rl,ewc,5,5,cumulative_profit,566391011.8186783,2026-05-06T16:30:43
rl,ewc,5,5,pricing_regret,38.39983663918266,2026-05-06T16:30:43
rl,ewc,6,1,avg_episode_reward,5963.135440363885,2026-05-06T16:33:09
rl,ewc,6,1,cumulative_profit,477252836.0137771,2026-05-06T16:33:09
rl,ewc,6,1,pricing_regret,31.836919941352694,2026-05-06T16:33:09
rl,ewc,6,2,avg_episode_reward,7669.462393273343,2026-05-06T16:33:17
rl,ewc,6,2,cumulative_profit,471010921.1471913,2026-05-06T16:33:17
rl,ewc,6,2,pricing_regret,21.858314438493498,2026-05-06T16:33:17
