model_type,cl_method,train_task_id,eval_task_id,eval_phase,metric_name,metric_value,timestamp
forecasting,sdft,2,3,future,rmse,1214.3033447265625,2026-06-04T22:38:32
forecasting,sdft,2,4,future,mase,13.066198364932175,2026-06-04T22:38:43
forecasting,sdft,2,4,future,smape,102.52319574356079,2026-06-04T22:38:43
forecasting,sdft,2,4,future,rmse,1147.8890380859375,2026-06-04T22:38:43
forecasting,sdft,2,5,future,mase,1.849259570481479,2026-06-04T22:38:50
forecasting,sdft,2,5,future,smape,88.38229775428772,2026-06-04T22:38:50
forecasting,sdft,2,5,future,rmse,1318.4647216796875,2026-06-04T22:38:50
forecasting,sdft,2,6,future,mase,9.999000061360174,2026-06-04T22:39:01
forecasting,sdft,2,6,future,smape,96.98242545127869,2026-06-04T22:39:01
forecasting,sdft,2,6,future,rmse,1122.93994140625,2026-06-04T22:39:01
forecasting,sdft,3,1,seen,mase,0.44396851086197364,2026-06-04T22:43:45
forecasting,sdft,3,1,seen,smape,37.31743395328522,2026-06-04T22:43:45
forecasting,sdft,3,1,seen,rmse,311.62725830078125,2026-06-04T22:43:45
forecasting,sdft,3,2,seen,mase,3.823810605564329,2026-06-04T22:43:55
forecasting,sdft,3,2,seen,smape,62.304818630218506,2026-06-04T22:43:55
forecasting,sdft,3,2,seen,rmse,353.44647216796875,2026-06-04T22:43:55
forecasting,sdft,3,3,seen,mase,0.47102347222800506,2026-06-04T22:44:03
forecasting,sdft,3,3,seen,smape,47.915634512901306,2026-06-04T22:44:03
forecasting,sdft,3,3,seen,rmse,325.2854919433594,2026-06-04T22:44:03
forecasting,sdft,3,4,future,mase,4.219978027287214,2026-06-04T22:44:14
forecasting,sdft,3,4,future,smape,63.99106979370117,2026-06-04T22:44:14
forecasting,sdft,3,4,future,rmse,392.9017639160156,2026-06-04T22:44:14
forecasting,sdft,3,5,future,mase,0.7511411248642738,2026-06-04T22:44:21
forecasting,sdft,3,5,future,smape,56.79504871368408,2026-06-04T22:44:21
forecasting,sdft,3,5,future,rmse,590.4375610351562,2026-06-04T22:44:21
forecasting,sdft,3,6,future,mase,4.57801825204915,2026-06-04T22:44:33
forecasting,sdft,3,6,future,smape,71.56171798706055,2026-06-04T22:44:33
forecasting,sdft,3,6,future,rmse,464.60498046875,2026-06-04T22:44:33
forecasting,sdft,4,1,seen,mase,1.699024054982466,2026-06-04T22:51:36
forecasting,sdft,4,1,seen,smape,80.11817336082458,2026-06-04T22:51:36
forecasting,sdft,4,1,seen,rmse,1148.8173828125,2026-06-04T22:51:36
forecasting,sdft,4,2,seen,mase,17.73927730017138,2026-06-04T22:51:47
forecasting,sdft,4,2,seen,smape,112.10161447525024,2026-06-04T22:51:47
forecasting,sdft,4,2,seen,rmse,1709.3863525390625,2026-06-04T22:51:47
forecasting,sdft,4,3,seen,mase,1.48531506987811,2026-06-04T22:51:55
forecasting,sdft,4,3,seen,smape,80.65535426139832,2026-06-04T22:51:55
forecasting,sdft,4,3,seen,rmse,1142.2852783203125,2026-06-04T22:51:55
forecasting,sdft,4,4,seen,mase,16.100526780769364,2026-06-04T22:52:06
forecasting,sdft,4,4,seen,smape,104.65036630630493,2026-06-04T22:52:06
forecasting,sdft,4,4,seen,rmse,1622.304443359375,2026-06-04T22:52:06
forecasting,sdft,4,5,future,mase,1.6756144918594025,2026-06-04T22:52:13
forecasting,sdft,4,5,future,smape,79.92139458656311,2026-06-04T22:52:13
forecasting,sdft,4,5,future,rmse,1383.7650146484375,2026-06-04T22:52:13
forecasting,sdft,4,6,future,mase,12.595793217572298,2026-06-04T22:52:24
forecasting,sdft,4,6,future,smape,99.08223748207092,2026-06-04T22:52:24
forecasting,sdft,4,6,future,rmse,1598.7022705078125,2026-06-04T22:52:24
forecasting,sdft,5,1,seen,mase,0.42760940938868347,2026-06-04T22:57:18
forecasting,sdft,5,1,seen,smape,32.13745951652527,2026-06-04T22:57:18
forecasting,sdft,5,1,seen,rmse,333.91796875,2026-06-04T22:57:18
forecasting,sdft,5,2,seen,mase,2.3948142549415694,2026-06-04T22:57:29
forecasting,sdft,5,2,seen,smape,35.41378974914551,2026-06-04T22:57:29
forecasting,sdft,5,2,seen,rmse,392.7062683105469,2026-06-04T22:57:29
forecasting,sdft,5,3,seen,mase,0.4553476257501841,2026-06-04T22:57:37
forecasting,sdft,5,3,seen,smape,39.58147466182709,2026-06-04T22:57:37
forecasting,sdft,5,3,seen,rmse,366.6690979003906,2026-06-04T22:57:37
forecasting,sdft,5,4,seen,mase,2.756957804693234,2026-06-04T22:57:48
forecasting,sdft,5,4,seen,smape,37.15116083621979,2026-06-04T22:57:48
forecasting,sdft,5,4,seen,rmse,552.25390625,2026-06-04T22:57:48
forecasting,sdft,5,5,seen,mase,0.6477063831787149,2026-06-04T22:57:56
forecasting,sdft,5,5,seen,smape,41.3407027721405,2026-06-04T22:57:56
forecasting,sdft,5,5,seen,rmse,528.9998168945312,2026-06-04T22:57:56
forecasting,sdft,5,6,future,mase,2.533793743117056,2026-06-04T22:58:06
forecasting,sdft,5,6,future,smape,37.4469518661499,2026-06-04T22:58:06
forecasting,sdft,5,6,future,rmse,664.9453125,2026-06-04T22:58:06
forecasting,sdft,6,1,seen,mase,1.0455048743409372,2026-06-04T23:02:27
forecasting,sdft,6,1,seen,smape,70.20348906517029,2026-06-04T23:02:27
forecasting,sdft,6,1,seen,rmse,718.936279296875,2026-06-04T23:02:27
forecasting,sdft,6,2,seen,mase,11.791884103228346,2026-06-04T23:02:38
forecasting,sdft,6,2,seen,smape,92.97676682472229,2026-06-04T23:02:38
forecasting,sdft,6,2,seen,rmse,1639.80712890625,2026-06-04T23:02:38
forecasting,sdft,6,3,seen,mase,1.0330375273108092,2026-06-04T23:02:46
forecasting,sdft,6,3,seen,smape,72.65669107437134,2026-06-04T23:02:46
forecasting,sdft,6,3,seen,rmse,874.1734008789062,2026-06-04T23:02:46
forecasting,sdft,6,4,seen,mase,11.75424645388724,2026-06-04T23:02:56
forecasting,sdft,6,4,seen,smape,86.90118193626404,2026-06-04T23:02:56
forecasting,sdft,6,4,seen,rmse,1706.1546630859375,2026-06-04T23:02:56
forecasting,sdft,6,5,seen,mase,1.3061482867511747,2026-06-04T23:03:04
forecasting,sdft,6,5,seen,smape,72.34585881233215,2026-06-04T23:03:04
forecasting,sdft,6,5,seen,rmse,1304.7445068359375,2026-06-04T23:03:04
forecasting,sdft,6,6,seen,mase,9.340812460104354,2026-06-04T23:03:14
forecasting,sdft,6,6,seen,smape,81.86349868774414,2026-06-04T23:03:14
forecasting,sdft,6,6,seen,rmse,1715.5968017578125,2026-06-04T23:03:14
rl,naive,1,1,seen,avg_episode_reward,6020.5215816330465,2026-06-04T23:06:10
rl,naive,1,1,seen,cumulative_profit,44927312.81264896,2026-06-04T23:06:10
rl,naive,1,1,seen,pricing_regret,31.794999402824548,2026-06-04T23:06:10
rl,naive,1,2,future,avg_episode_reward,7821.482828501407,2026-06-04T23:06:12
rl,naive,1,2,future,cumulative_profit,46894609.53656948,2026-06-04T23:06:12
rl,naive,1,2,future,pricing_regret,21.780074993589334,2026-06-04T23:06:12
rl,naive,1,3,future,avg_episode_reward,6114.738591290087,2026-06-04T23:06:13
rl,naive,1,3,future,cumulative_profit,50505464.917869665,2026-06-04T23:06:13
rl,naive,1,3,future,pricing_regret,35.10442523276221,2026-06-04T23:06:13
rl,naive,1,4,future,avg_episode_reward,7852.607458134233,2026-06-04T23:06:15
rl,naive,1,4,future,cumulative_profit,50171217.05522062,2026-06-04T23:06:15
rl,naive,1,4,future,pricing_regret,24.11780106710579,2026-06-04T23:06:15
rl,naive,1,5,future,avg_episode_reward,6039.973113008432,2026-06-04T23:06:16
rl,naive,1,5,future,cumulative_profit,53289376.947984084,2026-06-04T23:06:16
rl,naive,1,5,future,pricing_regret,38.35692609403893,2026-06-04T23:06:16
rl,naive,1,6,future,avg_episode_reward,7914.345021538085,2026-06-04T23:06:18
rl,naive,1,6,future,cumulative_profit,54915205.06569871,2026-06-04T23:06:18
rl,naive,1,6,future,pricing_regret,26.653607454435654,2026-06-04T23:06:18
rl,naive,2,1,seen,avg_episode_reward,5998.443110602875,2026-06-04T23:09:06
rl,naive,2,1,seen,cumulative_profit,41111880.56592182,2026-06-04T23:09:06
rl,naive,2,1,seen,pricing_regret,31.811300814940658,2026-06-04T23:09:06
rl,naive,2,2,seen,avg_episode_reward,7786.827896292509,2026-06-04T23:09:08
rl,naive,2,2,seen,cumulative_profit,44002647.233791955,2026-06-04T23:09:08
rl,naive,2,2,seen,pricing_regret,21.798159696696228,2026-06-04T23:09:08
rl,naive,2,3,future,avg_episode_reward,6097.0893710655955,2026-06-04T23:09:09
rl,naive,2,3,future,cumulative_profit,46099461.76382629,2026-06-04T23:09:09
rl,naive,2,3,future,pricing_regret,35.11735764003828,2026-06-04T23:09:09
rl,naive,2,4,future,avg_episode_reward,7824.294376755981,2026-06-04T23:09:11
rl,naive,2,4,future,cumulative_profit,46867124.23998551,2026-06-04T23:09:11
rl,naive,2,4,future,pricing_regret,24.1325875402949,2026-06-04T23:09:11
rl,naive,2,5,future,avg_episode_reward,6025.878663407628,2026-06-04T23:09:12
rl,naive,2,5,future,cumulative_profit,48916439.456784636,2026-06-04T23:09:12
rl,naive,2,5,future,pricing_regret,38.367317568450886,2026-06-04T23:09:12
rl,naive,2,6,future,avg_episode_reward,7880.940559111932,2026-06-04T23:09:14
rl,naive,2,6,future,cumulative_profit,50862666.1337644,2026-06-04T23:09:14
rl,naive,2,6,future,pricing_regret,26.671025776484708,2026-06-04T23:09:14
rl,naive,3,1,seen,avg_episode_reward,5940.1774187069705,2026-06-04T23:11:59
rl,naive,3,1,seen,cumulative_profit,41540496.76965693,2026-06-04T23:11:59
rl,naive,3,1,seen,pricing_regret,31.853798012247093,2026-06-04T23:11:59
rl,naive,3,2,seen,avg_episode_reward,7631.231831995234,2026-06-04T23:12:01
rl,naive,3,2,seen,cumulative_profit,41490049.106587924,2026-06-04T23:12:01
rl,naive,3,2,seen,pricing_regret,21.878164656515644,2026-06-04T23:12:01
rl,naive,3,3,seen,avg_episode_reward,6038.285538891029,2026-06-04T23:12:02
rl,naive,3,3,seen,cumulative_profit,46316344.65414724,2026-06-04T23:12:02
rl,naive,3,3,seen,pricing_regret,35.16000162336686,2026-06-04T23:12:02
rl,naive,3,4,future,avg_episode_reward,7667.8837725405365,2026-06-04T23:12:04
rl,naive,3,4,future,cumulative_profit,45882186.50295304,2026-06-04T23:12:04
rl,naive,3,4,future,pricing_regret,24.212974915845848,2026-06-04T23:12:04
rl,naive,3,5,future,avg_episode_reward,5963.700910840527,2026-06-04T23:12:05
rl,naive,3,5,future,cumulative_profit,48925264.72768868,2026-06-04T23:12:05
rl,naive,3,5,future,pricing_regret,38.41268849387916,2026-06-04T23:12:05
rl,naive,3,6,future,avg_episode_reward,7739.149954445043,2026-06-04T23:12:07
rl,naive,3,6,future,cumulative_profit,50179135.971347846,2026-06-04T23:12:07
rl,naive,3,6,future,pricing_regret,26.744024261379934,2026-06-04T23:12:07
rl,naive,4,1,seen,avg_episode_reward,5939.348148614081,2026-06-04T23:15:04
rl,naive,4,1,seen,cumulative_profit,45489285.56678644,2026-06-04T23:15:04
rl,naive,4,1,seen,pricing_regret,31.854408218349292,2026-06-04T23:15:04
rl,naive,4,2,seen,avg_episode_reward,7631.231831995234,2026-06-04T23:15:07
rl,naive,4,2,seen,cumulative_profit,46333634.118813,2026-06-04T23:15:07
rl,naive,4,2,seen,pricing_regret,21.878164656515644,2026-06-04T23:15:07
rl,naive,4,3,seen,avg_episode_reward,6037.439268882447,2026-06-04T23:15:09
rl,naive,4,3,seen,cumulative_profit,50268051.01252459,2026-06-04T23:15:09
rl,naive,4,3,seen,pricing_regret,35.16062024179418,2026-06-04T23:15:09
rl,naive,4,4,seen,avg_episode_reward,7667.768092455088,2026-06-04T23:15:11
rl,naive,4,4,seen,cumulative_profit,50478666.47973149,2026-06-04T23:15:11
rl,naive,4,4,seen,pricing_regret,24.21303497819551,2026-06-04T23:15:11
rl,naive,4,5,future,avg_episode_reward,5963.21779083595,2026-06-04T23:15:13
rl,naive,4,5,future,cumulative_profit,54248497.22673494,2026-06-04T23:15:13
rl,naive,4,5,future,pricing_regret,38.41304399057127,2026-06-04T23:15:13
rl,naive,4,6,future,avg_episode_reward,7739.149954445043,2026-06-04T23:15:16
rl,naive,4,6,future,cumulative_profit,55213258.89082996,2026-06-04T23:15:16
rl,naive,4,6,future,pricing_regret,26.744024261379934,2026-06-04T23:15:16
rl,naive,5,1,seen,avg_episode_reward,5947.671648847922,2026-06-04T23:18:24
rl,naive,5,1,seen,cumulative_profit,42912450.32843602,2026-06-04T23:18:24
rl,naive,5,1,seen,pricing_regret,31.848396137460302,2026-06-04T23:18:24
rl,naive,5,2,seen,avg_episode_reward,7643.305702250437,2026-06-04T23:18:26
rl,naive,5,2,seen,cumulative_profit,44237529.080780536,2026-06-04T23:18:26
rl,naive,5,2,seen,pricing_regret,21.871958043314024,2026-06-04T23:18:26
rl,naive,5,3,seen,avg_episode_reward,6040.833668995743,2026-06-04T23:18:28
rl,naive,5,3,seen,cumulative_profit,46892283.50675629,2026-06-04T23:18:28
rl,naive,5,3,seen,pricing_regret,35.15820088898569,2026-06-04T23:18:28
rl,naive,5,4,seen,avg_episode_reward,7680.690153365275,2026-06-04T23:18:30
rl,naive,5,4,seen,cumulative_profit,48073083.3486682,2026-06-04T23:18:30
rl,naive,5,4,seen,pricing_regret,24.206418677953607,2026-06-04T23:18:30
rl,naive,5,5,seen,avg_episode_reward,5968.885991540143,2026-06-04T23:18:32
rl,naive,5,5,seen,cumulative_profit,50214564.80517178,2026-06-04T23:18:32
rl,naive,5,5,seen,pricing_regret,38.408937441391494,2026-06-04T23:18:32
rl,naive,5,6,future,avg_episode_reward,7751.514705192344,2026-06-04T23:18:34
rl,naive,5,6,future,cumulative_profit,52596539.90652043,2026-06-04T23:18:34
rl,naive,5,6,future,pricing_regret,26.737686122221362,2026-06-04T23:18:34
rl,naive,6,1,seen,avg_episode_reward,5948.113038929177,2026-06-04T23:21:47
rl,naive,6,1,seen,cumulative_profit,41388327.713801324,2026-06-04T23:21:47
rl,naive,6,1,seen,pricing_regret,31.84807857207578,2026-06-04T23:21:47
rl,naive,6,2,seen,avg_episode_reward,7649.408252461581,2026-06-04T23:21:50
rl,naive,6,2,seen,cumulative_profit,40702151.09816256,2026-06-04T23:21:50
rl,naive,6,2,seen,pricing_regret,21.868830075449043,2026-06-04T23:21:50
rl,naive,6,3,seen,avg_episode_reward,6042.564919575197,2026-06-04T23:21:52
rl,naive,6,3,seen,cumulative_profit,45863812.83866303,2026-06-04T23:21:52
rl,naive,6,3,seen,pricing_regret,35.156941265945754,2026-06-04T23:21:52
rl,naive,6,4,seen,avg_episode_reward,7687.9981638344825,2026-06-04T23:21:54
rl,naive,6,4,seen,cumulative_profit,44161675.232158154,2026-06-04T23:21:54
rl,naive,6,4,seen,pricing_regret,24.2026670720658,2026-06-04T23:21:54
rl,naive,6,5,seen,avg_episode_reward,5968.605721530797,2026-06-04T23:21:56
rl,naive,6,5,seen,cumulative_profit,49463485.67820523,2026-06-04T23:21:56
rl,naive,6,5,seen,pricing_regret,38.409147526092,2026-06-04T23:21:56
rl,naive,6,6,seen,avg_episode_reward,7754.632695386129,2026-06-04T23:21:58
rl,naive,6,6,seen,cumulative_profit,47863582.081878595,2026-06-04T23:21:58
rl,naive,6,6,seen,pricing_regret,26.736075261098875,2026-06-04T23:21:58
rl,ewc,1,1,seen,avg_episode_reward,6020.5215816330465,2026-06-04T23:25:11
rl,ewc,1,1,seen,cumulative_profit,44927312.81264896,2026-06-04T23:25:11
rl,ewc,1,1,seen,pricing_regret,31.794999402824548,2026-06-04T23:25:11
rl,ewc,1,2,future,avg_episode_reward,7821.482828501407,2026-06-04T23:25:13
rl,ewc,1,2,future,cumulative_profit,46894609.53656948,2026-06-04T23:25:13
rl,ewc,1,2,future,pricing_regret,21.780074993589334,2026-06-04T23:25:13
rl,ewc,1,3,future,avg_episode_reward,6114.738591290087,2026-06-04T23:25:15
rl,ewc,1,3,future,cumulative_profit,50505464.917869665,2026-06-04T23:25:15
rl,ewc,1,3,future,pricing_regret,35.10442523276221,2026-06-04T23:25:15
rl,ewc,1,4,future,avg_episode_reward,7852.607458134233,2026-06-04T23:25:17
rl,ewc,1,4,future,cumulative_profit,50171217.05522062,2026-06-04T23:25:17
rl,ewc,1,4,future,pricing_regret,24.11780106710579,2026-06-04T23:25:17
rl,ewc,1,5,future,avg_episode_reward,6039.973113008432,2026-06-04T23:25:19
rl,ewc,1,5,future,cumulative_profit,53289376.947984084,2026-06-04T23:25:19
rl,ewc,1,5,future,pricing_regret,38.35692609403893,2026-06-04T23:25:19
rl,ewc,1,6,future,avg_episode_reward,7914.345021538085,2026-06-04T23:25:21
rl,ewc,1,6,future,cumulative_profit,54915205.06569871,2026-06-04T23:25:21
rl,ewc,1,6,future,pricing_regret,26.653607454435654,2026-06-04T23:25:21
rl,ewc,2,1,seen,avg_episode_reward,6015.492211576398,2026-06-04T23:28:58
rl,ewc,2,1,seen,cumulative_profit,45273162.66450408,2026-06-04T23:28:58
rl,ewc,2,1,seen,pricing_regret,31.798663788370394,2026-06-04T23:28:58
rl,ewc,2,2,seen,avg_episode_reward,7813.081548393069,2026-06-04T23:29:00
rl,ewc,2,2,seen,cumulative_profit,47681686.85521741,2026-06-04T23:29:00
rl,ewc,2,2,seen,pricing_regret,21.784383139507383,2026-06-04T23:29:00
rl,ewc,2,3,future,avg_episode_reward,6111.97425143238,2026-06-04T23:29:02
rl,ewc,2,3,future,cumulative_profit,50816704.089001305,2026-06-04T23:29:02
rl,ewc,2,3,future,pricing_regret,35.10640882780751,2026-06-04T23:29:02
rl,ewc,2,4,future,avg_episode_reward,7843.530277925378,2026-06-04T23:29:05
rl,ewc,2,4,future,cumulative_profit,51810805.86401906,2026-06-04T23:29:05
rl,ewc,2,4,future,pricing_regret,24.122460628115597,2026-06-04T23:29:05
rl,ewc,2,5,future,avg_episode_reward,6041.357253390667,2026-06-04T23:29:07
rl,ewc,2,5,future,cumulative_profit,54135702.84651708,2026-06-04T23:29:07
rl,ewc,2,5,future,pricing_regret,38.35586668381893,2026-06-04T23:29:07
rl,ewc,2,6,future,avg_episode_reward,7905.5697117169975,2026-06-04T23:29:10
rl,ewc,2,6,future,cumulative_profit,56500372.91272618,2026-06-04T23:29:10
rl,ewc,2,6,future,pricing_regret,26.658130202674414,2026-06-04T23:29:10
rl,ewc,3,1,seen,avg_episode_reward,6013.015291644683,2026-06-04T23:32:47
rl,ewc,3,1,seen,cumulative_profit,45417764.53665555,2026-06-04T23:32:47
rl,ewc,3,1,seen,pricing_regret,31.800457320115765,2026-06-04T23:32:47
rl,ewc,3,2,seen,avg_episode_reward,7799.702857994812,2026-06-04T23:32:49
rl,ewc,3,2,seen,cumulative_profit,47898133.238240935,2026-06-04T23:32:49
rl,ewc,3,2,seen,pricing_regret,21.791209955361317,2026-06-04T23:32:49
rl,ewc,3,3,seen,avg_episode_reward,6109.589031623115,2026-06-04T23:32:51
rl,ewc,3,3,seen,cumulative_profit,50690011.74865299,2026-06-04T23:32:51
rl,ewc,3,3,seen,pricing_regret,35.10812854598766,2026-06-04T23:32:51
rl,ewc,3,4,future,avg_episode_reward,7830.916677538382,2026-06-04T23:32:53
rl,ewc,3,4,future,cumulative_profit,52187341.29901155,2026-06-04T23:32:53
rl,ewc,3,4,future,pricing_regret,24.128940539943155,2026-06-04T23:32:53
rl,ewc,3,5,future,avg_episode_reward,6037.495283183338,2026-06-04T23:32:55
rl,ewc,3,5,future,cumulative_profit,54225128.209210806,2026-06-04T23:32:55
rl,ewc,3,5,future,pricing_regret,38.358649997460624,2026-06-04T23:32:55
rl,ewc,3,6,future,avg_episode_reward,7895.405071453783,2026-06-04T23:32:57
rl,ewc,3,6,future,cumulative_profit,57203115.73299687,2026-06-04T23:32:57
rl,ewc,3,6,future,pricing_regret,26.663329992868672,2026-06-04T23:32:57
rl,ewc,4,1,seen,avg_episode_reward,6032.517742667784,2026-06-04T23:36:31
rl,ewc,4,1,seen,cumulative_profit,47169141.49986642,2026-06-04T23:36:31
rl,ewc,4,1,seen,pricing_regret,31.786214322765936,2026-06-04T23:36:31
rl,ewc,4,2,seen,avg_episode_reward,7834.476359188245,2026-06-04T23:36:33
rl,ewc,4,2,seen,cumulative_profit,49324241.33319933,2026-06-04T23:36:33
rl,ewc,4,2,seen,pricing_regret,21.773429546091016,2026-06-04T23:36:33
rl,ewc,4,3,seen,avg_episode_reward,6126.732842356675,2026-06-04T23:36:34
rl,ewc,4,3,seen,cumulative_profit,51947584.78482462,2026-06-04T23:36:34
rl,ewc,4,3,seen,pricing_regret,35.09570315379693,2026-06-04T23:36:34
rl,ewc,4,4,seen,avg_episode_reward,7864.014548828316,2026-06-04T23:36:36
rl,ewc,4,4,seen,cumulative_profit,53834271.746596366,2026-06-04T23:36:36
rl,ewc,4,4,seen,pricing_regret,24.111992625235885,2026-06-04T23:36:36
rl,ewc,4,5,future,avg_episode_reward,6056.295533990143,2026-06-04T23:36:38
rl,ewc,4,5,future,cumulative_profit,55380213.63473497,2026-06-04T23:36:38
rl,ewc,4,5,future,pricing_regret,38.344931941286255,2026-06-04T23:36:38
rl,ewc,4,6,future,avg_episode_reward,7925.254072293783,2026-06-04T23:36:40
rl,ewc,4,6,future,cumulative_profit,58732742.78851122,2026-06-04T23:36:40
rl,ewc,4,6,future,pricing_regret,26.647997521460628,2026-06-04T23:36:40
rl,ewc,5,1,seen,avg_episode_reward,6029.54628214708,2026-06-04T23:40:16
rl,ewc,5,1,seen,cumulative_profit,44940103.99325283,2026-06-04T23:40:16
rl,ewc,5,1,seen,pricing_regret,31.788385373791293,2026-06-04T23:40:16
rl,ewc,5,2,seen,avg_episode_reward,7822.6331186629595,2026-06-04T23:40:18
rl,ewc,5,2,seen,cumulative_profit,47822612.98651954,2026-06-04T23:40:18
rl,ewc,5,2,seen,pricing_regret,21.77949182645765,2026-06-04T23:40:18
rl,ewc,5,3,seen,avg_episode_reward,6121.806382194362,2026-06-04T23:40:20
rl,ewc,5,3,seen,cumulative_profit,50364554.53785724,2026-06-04T23:40:20
rl,ewc,5,3,seen,pricing_regret,35.0992797564841,2026-06-04T23:40:20
rl,ewc,5,4,seen,avg_episode_reward,7853.483308129655,2026-06-04T23:40:22
rl,ewc,5,4,seen,cumulative_profit,51719944.88331241,2026-06-04T23:40:22
rl,ewc,5,4,seen,pricing_regret,24.11737120373121,2026-06-04T23:40:22
rl,ewc,5,5,seen,avg_episode_reward,6051.662093927966,2026-06-04T23:40:24
rl,ewc,5,5,seen,cumulative_profit,53717226.42542735,2026-06-04T23:40:24
rl,ewc,5,5,seen,pricing_regret,38.34831592067523,2026-06-04T23:40:24
rl,ewc,5,6,future,avg_episode_reward,7915.855392019691,2026-06-04T23:40:26
rl,ewc,5,6,future,cumulative_profit,56753083.60661314,2026-06-04T23:40:26
rl,ewc,5,6,future,pricing_regret,26.652831008167112,2026-06-04T23:40:26
rl,ewc,6,1,seen,avg_episode_reward,6044.1815430379975,2026-06-04T23:43:36
rl,ewc,6,1,seen,cumulative_profit,44637623.11875512,2026-06-04T23:43:36
rl,ewc,6,1,seen,pricing_regret,31.777775809060667,2026-06-04T23:43:36
rl,ewc,6,2,seen,avg_episode_reward,7846.984699941266,2026-06-04T23:43:38
rl,ewc,6,2,seen,cumulative_profit,48125685.56629177,2026-06-04T23:43:38
rl,ewc,6,2,seen,pricing_regret,21.767046227762332,2026-06-04T23:43:38
rl,ewc,6,3,seen,avg_episode_reward,6137.964753049613,2026-06-04T23:43:40
rl,ewc,6,3,seen,cumulative_profit,50204390.863870494,2026-06-04T23:43:40
rl,ewc,6,3,seen,pricing_regret,35.08760961248277,2026-06-04T23:43:40
rl,ewc,6,4,seen,avg_episode_reward,7876.929549574663,2026-06-04T23:43:42
rl,ewc,6,4,seen,cumulative_profit,51767653.108614996,2026-06-04T23:43:42
rl,ewc,6,4,seen,pricing_regret,24.105426813554388,2026-06-04T23:43:42
rl,ewc,6,5,seen,avg_episode_reward,6062.8029441001945,2026-06-04T23:43:43
rl,ewc,6,5,seen,cumulative_profit,53910894.03361131,2026-06-04T23:43:43
rl,ewc,6,5,seen,pricing_regret,38.3402551377318,2026-06-04T23:43:43
rl,ewc,6,6,seen,avg_episode_reward,7937.594102790265,2026-06-04T23:43:46
rl,ewc,6,6,seen,cumulative_profit,56497025.4888426,2026-06-04T23:43:46
rl,ewc,6,6,seen,pricing_regret,26.641744875094478,2026-06-04T23:43:46
rl,recall,1,1,seen,avg_episode_reward,6020.5215816330465,2026-06-04T23:47:56
rl,recall,1,1,seen,cumulative_profit,44927312.81264896,2026-06-04T23:47:56
rl,recall,1,1,seen,pricing_regret,31.794999402824548,2026-06-04T23:47:56
rl,recall,1,2,future,avg_episode_reward,7821.482828501407,2026-06-04T23:47:58
rl,recall,1,2,future,cumulative_profit,46894609.53656948,2026-06-04T23:47:58
rl,recall,1,2,future,pricing_regret,21.780074993589334,2026-06-04T23:47:58
rl,recall,1,3,future,avg_episode_reward,6114.738591290087,2026-06-04T23:48:00
rl,recall,1,3,future,cumulative_profit,50505464.917869665,2026-06-04T23:48:00
rl,recall,1,3,future,pricing_regret,35.10442523276221,2026-06-04T23:48:00
rl,recall,1,4,future,avg_episode_reward,7852.607458134233,2026-06-04T23:48:03
rl,recall,1,4,future,cumulative_profit,50171217.05522062,2026-06-04T23:48:03
rl,recall,1,4,future,pricing_regret,24.11780106710579,2026-06-04T23:48:03
rl,recall,1,5,future,avg_episode_reward,6039.973113008432,2026-06-04T23:48:04
rl,recall,1,5,future,cumulative_profit,53289376.947984084,2026-06-04T23:48:04
rl,recall,1,5,future,pricing_regret,38.35692609403893,2026-06-04T23:48:04
rl,recall,1,6,future,avg_episode_reward,7914.345021538085,2026-06-04T23:48:07
rl,recall,1,6,future,cumulative_profit,54915205.06569871,2026-06-04T23:48:07
rl,recall,1,6,future,pricing_regret,26.653607454435654,2026-06-04T23:48:07
rl,recall,2,1,seen,avg_episode_reward,6008.555011654217,2026-06-04T23:51:51
rl,recall,2,1,seen,cumulative_profit,43520996.07520065,2026-06-04T23:51:51
rl,recall,2,1,seen,pricing_regret,31.803679687070158,2026-06-04T23:51:51
rl,recall,2,2,seen,avg_episode_reward,7778.888017328194,2026-06-04T23:51:53
rl,recall,2,2,seen,cumulative_profit,47215471.60606602,2026-06-04T23:51:53
rl,recall,2,2,seen,pricing_regret,21.801858892075565,2026-06-04T23:51:53
rl,recall,2,3,future,avg_episode_reward,6106.930452160411,2026-06-04T23:51:54
rl,recall,2,3,future,cumulative_profit,47833448.204548985,2026-06-04T23:51:54
rl,recall,2,3,future,pricing_regret,35.110020864506396,2026-06-04T23:51:54
rl,recall,2,4,future,avg_episode_reward,7811.4365665519,2026-06-04T23:51:56
rl,recall,2,4,future,cumulative_profit,51364416.3367815,2026-06-04T23:51:56
rl,recall,2,4,future,pricing_regret,24.138818260605113,2026-06-04T23:51:56
rl,recall,2,5,future,avg_episode_reward,6032.364073212708,2026-06-04T23:51:57
rl,recall,2,5,future,cumulative_profit,51642621.82845576,2026-06-04T23:51:57
rl,recall,2,5,future,pricing_regret,38.362362726502845,2026-06-04T23:51:57
rl,recall,2,6,future,avg_episode_reward,7878.7793508817695,2026-06-04T23:51:59
rl,recall,2,6,future,cumulative_profit,55702829.36473143,2026-06-04T23:51:59
rl,recall,2,6,future,pricing_regret,26.671836440980147,2026-06-04T23:51:59
rl,recall,3,1,seen,avg_episode_reward,6038.940982896852,2026-06-04T23:55:06
